,timestamp,value,pressure
94940,1422043200,2248,1023.29
94941,1422046800,2298,1023.02
94942,1422050400,2296,1022.01
94943,1422054000,2370,1019.88
94944,1422057600,2342,1019.88
94945,1422061200,2307,1018.25
94946,1422064800,2295,1017.03
94947,1422068400,2355,1015.81
94948,1422072000,2435,1015.1
94949,1422075600,2360,1014.59
94950,1422079200,2419,1014.42
94951,1422082800,2429,1014.9
94952,1422086400,2273,1015.51
94953,1422090000,2352,1016.25
94954,1422093600,2320,1016.79
94955,1422097200,2366,1017.5
94956,1422100800,2215,1018.22
94957,1422104400,2336,1018.96
94958,1422108000,2316,1019.74
94959,1422111600,2270,1020.59
94960,1422115200,2197,1021.6
94961,1422118800,2268,1022.82
94962,1422122400,2270,1023.7
94963,1422126000,2200,1024.48
94964,1422129600,2244,1024.99
94965,1422133200,2103,1025.36
94966,1422136800,2290,1025.67
94967,1422140400,2188,1026.28
94968,1422144000,2170,1026.28
94969,1422147600,2216,1026.21
94970,1422151200,2223,1026.51
94971,1422154800,2226,1026.58
94972,1422158400,2196,1026.75
94973,1422162000,2183,1027.19
94974,1422165600,2137,1027.46
94975,1422169200,2158,1027.87
94976,1422172800,2240,1027.97
94977,1422176400,2202,1027.93
94978,1422180000,2096,1028.0
94979,1422183600,2188,1027.49
94980,1422187200,2183,1027.09
94981,1422190800,2271,1026.28
94982,1422194400,2209,1026.24
94983,1422198000,2284,1026.04
94984,1422201600,2163,1025.97
94985,1422205200,2194,1025.9
94986,1422208800,2225,1025.56
94987,1422212400,2279,1025.56
94988,1422216000,2246,1025.09
94989,1422219600,2266,1024.41
94990,1422223200,2253,1023.87
94991,1422226800,2164,1022.55
94992,1422230400,2224,1022.55
94993,1422234000,2257,1021.94
94994,1422237600,2176,1021.6
94995,1422241200,2313,1020.48
94996,1422244800,2311,1019.74
94997,1422248400,2265,1019.23
94998,1422252000,2338,1018.62
94999,1422255600,2285,1018.22
95000,1422259200,2173,1017.78
95001,1422262800,2351,1017.23
95002,1422266400,2393,1016.72
95003,1422270000,2341,1016.18
95004,1422273600,2306,1015.71
95005,1422277200,2370,1015.95
95006,1422280800,2313,1015.61
95007,1422284400,2238,1016.25
95008,1422288000,2278,1017.1
95009,1422291600,2260,1017.57
95010,1422295200,2338,1018.11
95011,1422298800,2259,1018.42
95012,1422302400,2305,1018.93
95013,1422306000,2314,1019.54
95014,1422309600,2241,1019.88
95015,1422313200,2304,1020.45
95016,1422316800,2253,1020.45
95017,1422320400,2293,1020.62
95018,1422324000,2238,1020.69
95019,1422327600,2320,1020.69
95020,1422331200,2314,1021.06
95021,1422334800,2296,1021.13
95022,1422338400,2172,1021.06
95023,1422342000,2350,1021.36
95024,1422345600,2237,1021.36
95025,1422349200,2200,1021.74
95026,1422352800,2302,1021.84
95027,1422356400,2312,1022.01
95028,1422360000,2262,1021.91
95029,1422363600,2296,1021.64
95030,1422367200,2302,1021.2
95031,1422370800,2265,1020.99
95032,1422374400,2258,1021.3
95033,1422378000,2340,1021.64
95034,1422381600,2286,1021.16
95035,1422385200,2255,1020.76
95036,1422388800,2277,1020.42
95037,1422392400,2244,1019.91
95038,1422396000,2236,1019.2
95039,1422399600,2307,1017.27
95040,1422403200,2269,1017.27
95041,1422406800,2238,1016.39
95042,1422410400,2432,1014.56
95043,1422414000,2349,1013.47
95044,1422417600,2390,1011.75
95045,1422421200,2394,1010.97
95046,1422424800,2478,1009.07
95047,1422428400,2444,1007.82
95048,1422432000,2460,1006.02
95049,1422435600,2582,1004.3
95050,1422439200,2547,1001.69
95051,1422442800,2598,999.489
95052,1422446400,2638,997.05
95053,1422450000,2699,994.714
95054,1422453600,2758,992.343
95055,1422457200,2740,993.596
95056,1422460800,2705,993.258
95057,1422464400,2663,993.562
95058,1422468000,2735,994.104
95059,1422471600,2647,994.206
95060,1422475200,2699,994.443
95061,1422478800,2593,994.578
95062,1422482400,2726,994.307
95063,1422486000,2698,992.716
95064,1422489600,2691,992.716
95065,1422493200,2829,991.802
95066,1422496800,2719,991.158
95067,1422500400,2768,989.668
95068,1422504000,2762,988.483
95069,1422507600,2817,987.704
95070,1422511200,2814,986.891
95071,1422514800,2777,986.214
95072,1422518400,2884,985.367
95073,1422522000,2799,984.555
95074,1422525600,2814,983.37
95075,1422529200,2839,982.32
95076,1422532800,2855,980.694
95077,1422536400,3034,979.374
95078,1422540000,3007,977.951
95079,1422543600,3015,976.394
95080,1422547200,2999,975.073
95081,1422550800,3126,974.057
95082,1422554400,3001,972.77
95083,1422558000,2999,971.72
95084,1422561600,3088,971.179
95085,1422565200,3101,970.705
95086,1422568800,3062,970.569
95087,1422572400,2994,970.874
95088,1422576000,3054,970.874
95089,1422579600,2971,971.483
95090,1422583200,3019,971.924
95091,1422586800,2963,972.262
95092,1422590400,3081,972.77
95093,1422594000,2942,973.346
95094,1422597600,2968,973.922
95095,1422601200,2978,974.362
95096,1422604800,3045,975.141
95097,1422608400,2942,975.378
95098,1422612000,2991,975.513
95099,1422615600,2876,975.479
95100,1422619200,2964,975.412
95101,1422622800,2899,975.107
95102,1422626400,2983,974.904
95103,1422630000,3029,975.005
95104,1422633600,2976,975.174
95105,1422637200,2965,975.242
95106,1422640800,3041,974.7
95107,1422644400,3042,974.192
95108,1422648000,3036,974.125
95109,1422651600,2980,974.362
95110,1422655200,2963,974.565
95111,1422658800,2994,975.344
95112,1422662400,2904,975.344
95113,1422666000,3018,975.615
95114,1422669600,2928,975.919
95115,1422673200,2891,976.157
95116,1422676800,3033,976.258
95117,1422680400,2985,976.732
95118,1422684000,2852,977.037
95119,1422687600,2923,977.443
95120,1422691200,2922,978.019
95121,1422694800,2832,978.324
95122,1422698400,2825,978.866
95123,1422702000,2945,979.475
95124,1422705600,2868,979.814
95125,1422709200,2785,980.017
95126,1422712800,2928,980.322
95127,1422716400,2893,980.83
95128,1422720000,2830,981.439
95129,1422723600,2876,982.32
95130,1422727200,2910,982.76
95131,1422730800,2890,983.37
95132,1422734400,2847,983.64
95133,1422738000,2753,983.708
95134,1422741600,2771,983.742
95135,1422745200,2824,983.945
95136,1422748800,2888,983.945
95137,1422752400,2851,984.013
