,timestamp,value,pressure
535,1082185200,1771,0.0
536,1082188800,1718,0.0
537,1082192400,1655,0.0
538,1082196000,1604,0.0
539,1082199600,1615,0.0
540,1082203200,1633,0.0
541,1082206800,1596,0.0
542,1082210400,1605,0.0
543,1082214000,1686,0.0
544,1082217600,1665,0.0
545,1082221200,1781,0.0
546,1082224800,1710,0.0
547,1082228400,1761,0.0
548,1082232000,1829,0.0
549,1082235600,1788,0.0
550,1082239200,1801,0.0
551,1082242800,1920,0.0
552,1082246400,1825,0.0
553,1082250000,1858,0.0
554,1082253600,1827,0.0
555,1082257200,1786,0.0
556,1082260800,1854,0.0
557,1082264400,1885,0.0
558,1082268000,1796,0.0
559,1082271600,1745,0.0
560,1082275200,1867,0.0
561,1082278800,1820,0.0
562,1082282400,1797,0.0
563,1082286000,1852,0.0
564,1082289600,1847,0.0
565,1082293200,1937,0.0
566,1082296800,2018,0.0
567,1082300400,2079,0.0
568,1082304000,2128,0.0
569,1082307600,2199,0.0
570,1082311200,1940,0.0
571,1082314800,1921,0.0
572,1082318400,1864,0.0
573,1082322000,1841,0.0
574,1082325600,1869,0.0
575,1082329200,1808,0.0
576,1082332800,1844,0.0
577,1082336400,1822,0.0
578,1082340000,1892,0.0
579,1082343600,1879,0.0
580,1082347200,1920,0.0
581,1082350800,1899,0.0
582,1082354400,1802,0.0
583,1082358000,1904,0.0
584,1082361600,1786,0.0
585,1082365200,1840,0.0
586,1082368800,1975,0.0
587,1082372400,1715,0.0
588,1082376000,1816,0.0
589,1082379600,1843,0.0
590,1082383200,1751,0.0
591,1082386800,1772,0.0
592,1082390400,1756,0.0
593,1082394000,1791,0.0
594,1082397600,1835,0.0
595,1082401200,1820,0.0
596,1082404800,1748,0.0
597,1082408400,1763,0.0
598,1082412000,1800,0.0
599,1082415600,1845,0.0
600,1082419200,1829,0.0
601,1082422800,1909,0.0
602,1082426400,1878,0.0
603,1082430000,1828,0.0
604,1082433600,1899,0.0
605,1082437200,1831,0.0
