15;/s3;(129L,;1087003202;333841710L,;1087003202333841710L,;[19,;23;-1;-1],;[1,;-2;-1;-1],;-999.0,;-2.0,;-1.0,;-1.0,;-999.0,;-999.0,;-1.0,;-1.0,;-999.0)
117;/s3;(837L,;1092370318;887320787L,;1092370318887320787L,;[52,;96;-1;-1],;[-15,;-35;-1;-1],;-15.0,;-35.0,;-1.0,;-1.0,;-999.0,;-999.0,;-1.0,;-1.0,;-999.0)
162;/s2;(3306L,;1093379419;341877147L,;1093379419341877147L,;[21,;26;-1;-1],;[1,;1;-1;-1],;-999.0,;-999.0,;-1.0,;-1.0,;307.5,;300.0,;-1.0,;-1.0,;-999.0)
391;/s301;(2330L,;1121701604;871719271L,;1121701604871719271L,;[39,;37;-1;-1],;[-47,;-21;-1;-1],;-47.0,;-21.0,;-1.0,;-1.0,;55.0,;42.5,;-1.0,;-1.0,;-999.0)
577;/s304;(8589L,;1128221855;719159754L,;1128221855719159754L,;[52,;39;-1;-1],;[-27,;-7;-1;-1],;-27.0,;-7.0,;-1.0,;-1.0,;52.5,;0.0,;-1.0,;-1.0,;-999.0)
585;/s509;(4684L,;1132910685;966155520L,;1132910685966155520L,;[57,;43;-1;-1],;[78,;-47;-1;-1],;-999.0,;-47.0,;-1.0,;-1.0,;25.0,;2.5,;-1.0,;-1.0,;-999.0)
988;/s1001;(9192L,;1156076847;135808890L,;1156076847135808890L,;[184,;178;-1;-1],;[-128,;-112;-1;-1],;-128.0,;-112.0,;-1.0,;-1.0,;-999.0,;47.5,;-1.0,;-1.0,;-999.0)
1061;/s509;(13270L,;1156829332;556361138L,;1156829332556361138L,;[51,;51;-1;-1],;[-75,;-78;-1;-1],;-75.0,;-78.0,;-1.0,;-1.0,;0.0,;5.0,;-1.0,;-1.0,;-999.0)
1159;/s101;(530L,;1178638870;578609750L,;1178638870578609750L,;[50,;100;-1;-1],;[4,;-90;-1;-1],;0.004589300137013197,;-90.0,;-1.0,;-1.0,;122.5,;10.0,;-1.0,;-1.0,;-999.0)
1341;/s7;(3180L,;1181332227;26940396L,;1181332227026940396L,;[54,;65;-1;-1],;[22,;-67;-1;-1],;-999.0,;-67.0,;-1.0,;-1.0,;12.5,;0.0,;-1.0,;-1.0,;-999.0)
1345;/s7;(3650L,;1181332401;199206280L,;1181332401199206280L,;[31,;47;-1;-1],;[3,;-4;-1;-1],;-999.0,;-4.0,;-1.0,;-1.0,;5.0,;20.0,;-1.0,;-1.0,;-999.0)
1415;/s7;(4537L,;1181513367;641819744L,;1181513367641819744L,;[39,;39;-1;-1],;[1,;0;-1;-1],;-999.0,;-999.0,;-1.0,;-1.0,;215.0,;230.0,;-1.0,;-1.0,;-999.0)
1429;/s7;(4725L,;1182004427;835834521L,;1182004427835834521L,;[56,;87;-1;-1],;[-6,;-68;-1;-1],;-6.0,;-68.0,;-1.0,;-1.0,;217.5,;0.0,;-1.0,;-1.0,;-999.0)
1439;/s7;(4881L,;1182177908;246547024L,;1182177908246547024L,;[28,;30;-1;-1],;[2,;2;-1;-1],;0.00177950004581362,;-999.0,;-1.0,;-1.0,;165.0,;187.5,;-1.0,;-1.0,;-999.0)
1439;/s10;(8109L,;1182177908;246730449L,;1182177908246730449L,;[43,;44;-1;-1],;[-10,;8;-1;-1],;-10.0,;-999.0,;-1.0,;-1.0,;185.0,;107.5,;-1.0,;-1.0,;-999.0)
1445;/s7;(4928L,;1182507140;134396016L,;1182507140134396016L,;[54,;73;-1;-1],;[-2,;2;-1;-1],;-2.0,;-999.0,;-1.0,;-1.0,;0.0,;100.0,;-1.0,;-1.0,;-999.0)
1445;/s21;(1609L,;1182507140;135180170L,;1182507140135180170L,;[-1,;-1;-1;-1],;[-1,;-1;-1;-1],;-1.0,;-1.0,;-1.0,;-1.0,;-1.0,;-1.0,;-1.0,;-1.0,;-999.0)
1445;/s509;(15587L,;1182507140;134642510L,;1182507140134642510L,;[30,;31;-1;-1],;[-3,;6;-1;-1],;-3.0,;-999.0,;-1.0,;-1.0,;47.5,;87.5,;-1.0,;-1.0,;-999.0)
1472;/s4002;(15L,;1182624091;227798607L,;1182624091227798607L,;[94,;35;-1;-1],;[-44,;2;-1;-1],;-44.0,;0.002294600009918213,;-1.0,;-1.0,;250.0,;270.0,;-1.0,;-1.0,;-999.0)
1525;/s304;(13491L,;1183484944;569180896L,;1183484944569180896L,;[58,;37;-1;-1],;[18,;-1;-1;-1],;-999.0,;-1.0,;-1.0,;-1.0,;20.0,;30.0,;-1.0,;-1.0,;-999.0)
1578;/s3;(12405L,;1183515706;458091993L,;1183515706458091993L,;[60,;42;-1;-1],;[0,;-10;-1;-1],;-999.0,;-10.0,;-1.0,;-1.0,;27.5,;112.5,;-1.0,;-1.0,;-999.0)
1578;/s5;(5538L,;1183515706;458207558L,;1183515706458207558L,;[68,;53;-1;-1],;[-17,;-11;-1;-1],;-17.0,;-11.0,;-1.0,;-1.0,;340.0,;247.5,;-1.0,;-1.0,;-999.0)
1578;/s509;(16368L,;1183515706;458357971L,;1183515706458357971L,;[48,;35;-1;-1],;[-14,;2;-1;-1],;-14.0,;-999.0,;-1.0,;-1.0,;122.5,;122.5,;-1.0,;-1.0,;-999.0)
1579;/s3;(12459L,;1183515831;149561313L,;1183515831149561313L,;[68,;61;-1;-1],;[-132,;-34;-1;-1],;-132.0,;-34.0,;-1.0,;-1.0,;2.5,;70.0,;-1.0,;-1.0,;-999.0)
1579;/s509;(16473L,;1183515831;149858564L,;1183515831149858564L,;[41,;28;-1;-1],;[-1,;-2;-1;-1],;-1.0,;-2.0,;-1.0,;-1.0,;195.0,;242.5,;-1.0,;-1.0,;-999.0)
1584;/s509;(16598L,;1183516051;367930513L,;1183516051367930513L,;[42,;34;-1;-1],;[27,;8;-1;-1],;-999.0,;-999.0,;-1.0,;-1.0,;12.5,;12.5,;-1.0,;-1.0,;-999.0)
1602;/s21;(4436L,;1183516664;663518527L,;1183516664663518527L,;[12,;12;-1;-1],;[0,;0;-1;-1],;-999.0,;-999.0,;-1.0,;-1.0,;-999.0,;-999.0,;-1.0,;-1.0,;-999.0)
1612;/s21;(5215L,;1183517111;222498836L,;1183517111222498836L,;[-1,;-1;-1;-1],;[-1,;-1;-1;-1],;-1.0,;-1.0,;-1.0,;-1.0,;-1.0,;-1.0,;-1.0,;-1.0,;-999.0)
1661;/s7;(7789L,;1183592858;49685855L,;1183592858049685855L,;[31,;37;-1;-1],;[-8,;7;-1;-1],;-8.0,;-999.0,;-1.0,;-1.0,;27.5,;5.0,;-1.0,;-1.0,;-999.0)
1810;/s22;(6370L,;1183994036;893645860L,;1183994036893645860L,;[25,;11;-1;-1],;[-3,;-1;-1;-1],;-3.0,;-1.0,;-1.0,;-1.0,;160.0,;-999.0,;-1.0,;-1.0,;-999.0)
2099;/s3002;(3830L,;1190688151;20500056L,;1190688151020500056L,;[34,;30;-1;-1],;[5,;-3;-1;-1],;-999.0,;-3.0,;-1.0,;-1.0,;125.0,;217.5,;-1.0,;-1.0,;-999.0)
2100;/s3002;(3873L,;1190688523;350299541L,;1190688523350299541L,;[42,;38;-1;-1],;[-49,;-10;-1;-1],;-49.0,;-10.0,;-1.0,;-1.0,;5.0,;102.5,;-1.0,;-1.0,;-999.0)
2105;/s401;(2151L,;1196548548;790710896L,;1196548548790710896L,;[13,;10;-1;-1],;[-1,;0;-1;-1],;-1.0,;-999.0,;-1.0,;-1.0,;-999.0,;-999.0,;-1.0,;-1.0,;-999.0)
2194;/s7;(10685L,;1214998015;211315298L,;1214998015211315298L,;[71,;58;-1;-1],;[32,;8;-1;-1],;-999.0,;-999.0,;-1.0,;-1.0,;102.5,;140.0,;-1.0,;-1.0,;-999.0)
2196;/s7;(10737L,;1214998715;323065768L,;1214998715323065768L,;[46,;92;-1;-1],;[-59,;253;-1;-1],;-59.0,;-999.0,;-1.0,;-1.0,;2.5,;17.5,;-1.0,;-1.0,;-999.0)
