432;/s10;(2274L,;1123841107;484457369L,;1123841107484457369L,;[59,;31;-1;-1],;[-22,;-8;-1;-1],;-22.0,;-8.0,;-1.0,;-1.0,;-999.0,;-999.0,;-1.0,;-1.0,;-999.0)
476;/s3;(3121L,;1124994205;632695219L,;1124994205632695219L,;[44,;70;-1;-1],;[2,;5;-1;-1],;0.0012256000190973282,;-999.0,;-1.0,;-1.0,;127.5,;170.0,;-1.0,;-1.0,;-999.0)
477;/s3;(3158L,;1124994304;605511453L,;1124994304605511453L,;[37,;52;-1;-1],;[2,;-6;-1;-1],;0.0012256000190973282,;-6.0,;-1.0,;-1.0,;75.0,;77.5,;-1.0,;-1.0,;-999.0)
505;/s304;(8028L,;1124996351;678151031L,;1124996351678151031L,;[48,;223;-1;-1],;[-13,;-71;-1;-1],;-13.0,;-71.0,;-1.0,;-1.0,;-999.0,;-999.0,;-1.0,;-1.0,;-999.0)
591;/s3;(4790L,;1141231492;758885675L,;1141231492758885675L,;[50,;44;-1;-1],;[-10,;34;-1;-1],;-10.0,;-999.0,;-1.0,;-1.0,;30.0,;15.0,;-1.0,;-1.0,;-999.0)
659;/s13;(207L,;1153575365;763500355L,;1153575365763500355L,;[54,;44;-1;-1],;[-15,;-11;-1;-1],;-15.0,;-11.0,;-1.0,;-1.0,;-999.0,;-999.0,;-1.0,;-1.0,;-999.0)
839;/s401;(154L,;1154426527;746564494L,;1154426527746564494L,;[-1,;-1;-1;-1],;[-1,;-1;-1;-1],;-1.0,;-1.0,;-1.0,;-1.0,;-1.0,;-1.0,;-1.0,;-1.0,;-999.0)
870;/s3;(8049L,;1154549035;945121440L,;1154549035945121440L,;[56,;90;-1;-1],;[6,;0;-1;-1],;-999.0,;-999.0,;-1.0,;-1.0,;202.5,;210.0,;-1.0,;-1.0,;-999.0)
1286;/s7;(1566L,;1181321919;14885692L,;1181321919014885692L,;[41,;34;-1;-1],;[2,;2;-1;-1],;-999.0,;0.002294600009918213,;-1.0,;-1.0,;222.5,;52.5,;-1.0,;-1.0,;-999.0)
1321;/s7;(1779L,;1181331609;532211162L,;1181331609532211162L,;[36,;37;-1;-1],;[-1,;1;-1;-1],;-1.0,;0.0011473000049591064,;-1.0,;-1.0,;207.5,;225.0,;-1.0,;-1.0,;-999.0)
1335;/s22;(799L,;1181331993;136963589L,;1181331993136963589L,;[21,;44;-1;-1],;[-5,;1;-1;-1],;-5.0,;-999.0,;-1.0,;-1.0,;410.0,;195.0,;-1.0,;-1.0,;-999.0)
1339;/s3;(10841L,;1181332185;843368775L,;1181332185843368775L,;[53,;91;-1;-1],;[-22,;-65;-1;-1],;-22.0,;-65.0,;-1.0,;-1.0,;22.5,;0.0,;-1.0,;-1.0,;-999.0)
1339;/s13;(5416L,;1181332185;844074051L,;1181332185844074051L,;[55,;49;-1;-1],;[-4,;-1;-1;-1],;-4.0,;-1.0,;-1.0,;-1.0,;232.5,;247.5,;-1.0,;-1.0,;-999.0)
1544;/s202;(3412L,;1183513383;143718435L,;1183513383143718435L,;[9,;9;-1;-1],;[0,;0;-1;-1],;-999.0,;-999.0,;-1.0,;-1.0,;-999.0,;-999.0,;-1.0,;-1.0,;-999.0)
1549;/s304;(13771L,;1183513741;486513517L,;1183513741486513517L,;[62,;40;-1;-1],;[-112,;-72;-1;-1],;-112.0,;-72.0,;-1.0,;-1.0,;2.5,;315.0,;-1.0,;-1.0,;-999.0)
1576;/s2;(11732L,;1183515638;677050615L,;1183515638677050615L,;[273,;172;-1;-1],;[-383,;-302;-1;-1],;-383.0,;-302.0,;-1.0,;-1.0,;-999.0,;15.0,;-1.0,;-1.0,;-999.0)
1576;/s3;(12379L,;1183515638;677042641L,;1183515638677042641L,;[98,;45;-1;-1],;[0,;8;-1;-1],;-999.0,;-999.0,;-1.0,;-1.0,;175.0,;137.5,;-1.0,;-1.0,;-999.0)
1576;/s5;(5524L,;1183515638;677049905L,;1183515638677049905L,;[113,;155;-1;-1],;[-108,;-151;-1;-1],;-108.0,;-151.0,;-1.0,;-1.0,;130.0,;135.0,;-1.0,;-1.0,;-999.0)
1576;/s9;(5184L,;1183515638;677049467L,;1183515638677049467L,;[465,;733;-1;-1],;[-802,;-1167;-1;-1],;-802.0,;-1167.0,;-1.0,;-1.0,;60.0,;27.5,;-1.0,;-1.0,;-999.0)
1576;/s22;(2914L,;1183515638;677052168L,;1183515638677052168L,;[63,;108;-1;-1],;[-112,;4;-1;-1],;-112.0,;-999.0,;-1.0,;-1.0,;0.0,;342.5,;-1.0,;-1.0,;-999.0)
1605;/s7;(6860L,;1183516833;989160189L,;1183516833989160189L,;[34,;36;-1;-1],;[0,;2;-1;-1],;0.0,;-999.0,;-1.0,;-1.0,;227.5,;235.0,;-1.0,;-1.0,;-999.0)
1649;/s7;(7363L,;1183591290;24218493L,;1183591290024218493L,;[30,;34;-1;-1],;[-1,;0;-1;-1],;-1.0,;-999.0,;-1.0,;-1.0,;247.5,;230.0,;-1.0,;-1.0,;-999.0)
1651;/s3;(13608L,;1183591721;285285990L,;1183591721285285990L,;[46,;45;-1;-1],;[0,;10;-1;-1],;-999.0,;-999.0,;-1.0,;-1.0,;172.5,;132.5,;-1.0,;-1.0,;-999.0)
1654;/s7;(7602L,;1183591872;669388242L,;1183591872669388242L,;[108,;96;-1;-1],;[0,;3;-1;-1],;0.0,;-999.0,;-1.0,;-1.0,;260.0,;230.0,;-1.0,;-1.0,;-999.0)
1657;/s7;(7742L,;1183592479;452953415L,;1183592479452953415L,;[29,;38;-1;-1],;[-2,;-2;-1;-1],;-2.0,;-2.0,;-1.0,;-1.0,;110.0,;127.5,;-1.0,;-1.0,;-999.0)
1811;/s7;(9445L,;1183994390;410032922L,;1183994390410032922L,;[31,;45;-1;-1],;[0,;1;-1;-1],;-999.0,;-999.0,;-1.0,;-1.0,;212.5,;220.0,;-1.0,;-1.0,;-999.0)
1811;/s21;(7579L,;1183994390;410202941L,;1183994390410202941L,;[-1,;-1;-1;-1],;[-1,;-1;-1;-1],;-1.0,;-1.0,;-1.0,;-1.0,;-1.0,;-1.0,;-1.0,;-1.0,;-999.0)
2077;/s202;(5186L,;1190684255;519124638L,;1190684255519124638L,;[50,;94;-1;-1],;[2,;5;-1;-1],;-999.0,;-999.0,;-1.0,;-1.0,;90.0,;92.5,;-1.0,;-1.0,;-999.0)
2169;/s7;(10256L,;1212272261;275760508L,;1212272261275760508L,;[31,;35;-1;-1],;[-1,;0;-1;-1],;-1.0,;-999.0,;-1.0,;-1.0,;175.0,;197.5,;-1.0,;-1.0,;-999.0)
2178;/s7;(10453L,;1212444353;736453545L,;1212444353736453545L,;[30,;41;-1;-1],;[-2,;1;-1;-1],;-2.0,;-999.0,;-1.0,;-1.0,;222.5,;235.0,;-1.0,;-1.0,;-999.0)
2188;/s7;(10505L,;1214997454;456336301L,;1214997454456336301L,;[32,;51;-1;-1],;[-6,;3;-1;-1],;-6.0,;-999.0,;-1.0,;-1.0,;62.5,;92.5,;-1.0,;-1.0,;-999.0)
2200;/s6;(5796L,;1214998968;644192406L,;1214998968644192406L,;[154,;234;-1;-1],;[-182,;-123;-1;-1],;-182.0,;-123.0,;-1.0,;-1.0,;22.5,;205.0,;-1.0,;-1.0,;-999.0)
2200;/s7;(10914L,;1214998968;643752225L,;1214998968643752225L,;[28,;53;-1;-1],;[-7,;14;-1;-1],;-7.0,;-999.0,;-1.0,;-1.0,;202.5,;60.0,;-1.0,;-1.0,;-999.0)
2338;/s304;(19922L,;1219451827;296462646L,;1219451827296462646L,;[36,;32;-1;-1],;[0,;-6;-1;-1],;0.0,;-6.0,;-1.0,;-1.0,;130.0,;200.0,;-1.0,;-1.0,;-999.0)
2341;/s304;(20295L,;1219452029;211000573L,;1219452029211000573L,;[46,;40;-1;-1],;[46,;4;-1;-1],;0.04099300131201744,;0.004589300137013197,;-1.0,;-1.0,;107.5,;240.0,;-1.0,;-1.0,;-999.0)
2401;/s304;(23430L,;1223023738;763094272L,;1223023738763094272L,;[37,;32;-1;-1],;[-1,;0;-1;-1],;-1.0,;-999.0,;-1.0,;-1.0,;262.5,;270.0,;-1.0,;-1.0,;-999.0)
2431;/s509;(22812L,;1239390503;457168606L,;1239390503457168606L,;[479,;124;-1;-1],;[-159,;-38;-1;-1],;-159.0,;-38.0,;-1.0,;-1.0,;-999.0,;-999.0,;-1.0,;-1.0,;-999.0)
2520;/s3302;(6003L,;1243295502;102286942L,;1243295502102286942L,;[436,;370;-1;-1],;[-145,;-121;-1;-1],;-145.0,;-121.0,;-1.0,;-1.0,;-999.0,;-999.0,;-1.0,;-1.0,;-999.0)
2665;/s504;(4106L,;1246622148;807625920L,;1246622148807625920L,;[1,;893;2;283],;[0,;14472;0;3545],;0.0,;28.192.999.362.945.500,00;0.0,;2.275.899.887.084.960,00;-999.0,;840.0,;-999.0,;15.0,;840.0)
2913;/s501;(37940L,;1258999663;552011603L,;1258999663552011603L,;[165,;9;70;230],;[2011,;0;537;2192],;0.4357599914073944,;0.0,;0.12022999674081802,;0.49338001012802124,;1562.5,;-999.0,;12.5,;810.0,;1570.0)
2913;/s501;(37941L,;1258999663;552039968L,;1258999663552039968L,;[77,;120;65;254],;[1149,;1870;1874;3646],;0.24897000193595886,;0.371069997549057,;0.41958001255989075,;0.8206499814987183,;17.5,;312.5,;810.0,;17.5,;315.0)
2913;/s504;(5680L,;1258999663;552012482L,;1258999663552012482L,;[10,;63;244;90],;[0,;971;3141;1039],;0.0,;0.20274999737739563,;0.8024399876594543,;0.29343000054359436,;-999.0,;17.5,;332.5,;430.0,;432.5)
2913;/s504;(5681L,;1258999663;552198151L,;1258999663552198151L,;[287,;90;77;12],;[3876,;941;697;0],;0.7672500014305115,;0.19648000597953796,;0.17806999385356903,;0.0,;15.0,;140.0,;575.0,;-999.0,;585.0)
2921;/s1002;(1107L,;1272573992;603070805L,;1272573992603070805L,;[55,;229;-1;-1],;[526,;3069;-1;-1],;0.15011000633239746,;0.9148100018501282,;-1.0,;-1.0,;1412.5,;15.0,;-1.0,;-1.0,;1432.5)
3064;/s1006;(5786L,;1278793653;660191200L,;1278793653660191200L,;[85,;141;-1;-1],;[825,;1567;-1;-1],;0.25231000781059265,;0.4842100143432617,;-1.0,;-1.0,;12.5,;720.0,;-1.0,;-1.0,;720.0)
3154;/s8001;(3413L,;1278799385;933119853L,;1278799385933119853L,;[956,;391;-1;-1],;[12338,;5265;-1;-1],;33.343.000.411.987.300,00;19.398.000.240.325.900,00;-1.0,;-1.0,;12.5,;842.5,;-1.0,;-1.0,;845.0)
3824;/s3202;(8430L,;1309250047;372666734L,;1309250047372666734L,;[129,;199;23;18],;[1532,;2219;950;314],;0.6799299716949463,;10.399.999.618.530.200,00;0.41363000869750977,;0.1456799954175949,;200.0,;472.5,;3222.5,;-999.0,;477.5)
3920;/s8201;(3843L,;1309299663;568928461L,;1309299663568928461L,;[78,;54;-1;-1],;[809,;288;-1;-1],;0.27553999423980713,;0.09654100239276886,;-1.0,;-1.0,;15.0,;1062.5,;-1.0,;-1.0,;1067.5)
