-35.0,203,23
-40.0,244,32
-85.0,323,89
-7.5,318,32
-15.0,231,85
60.0,213,23
-25.0,309,45
-2.5,348,117
-12.5,246,33
7.5,299,35
-32.5,273,82
-15.0,275,66
5.0,347,22
-17.5,212,59
-5.0,353,54
7.5,207,83
-17.5,247,53
-80.0,224,26
-22.5,208,26
5.0,377,108
27.5,246,47
-27.5,267,23
-17.5,350,44
-20.0,226,66
-12.5,253,72
-5.0,214,27
-42.5,394,52
-12.5,239,57
17.5,243,25
-17.5,260,101
-97.5,240,40
-15.0,288,88
-12.5,217,27
-5.0,235,62
-82.5,307,53
-2.5,333,54
7.5,395,34
-45.0,285,39
-2.5,288,22
15.0,373,81
-92.5,379,30
-20.0,301,100
-5.0,317,48
-5.0,273,22
-35.0,259,23
-57.5,240,25
-15.0,242,25
10.0,263,28
-30.0,266,30
-65.0,320,27
-15.0,293,66
-7.5,271,114
-17.5,389,95
-35.0,213,106
5.0,252,51
0.0,265,40
2.5,251,103
-60.0,246,30
0.0,243,113
-20.0,359,76
35.0,305,113
7.5,293,115
5.0,226,35
-20.0,360,92
-12.5,302,63
-12.5,244,24
7.5,396,104
-5.0,201,79
-5.0,362,52
-22.5,259,31
7.5,284,28
-15.0,260,29
-7.5,269,117
-37.5,345,20
17.5,225,112
15.0,248,42
-15.0,249,24
-5.0,243,43
-17.5,345,54
-2.5,273,55
-15.0,263,21
-90.0,244,22
15.0,214,75
-22.5,249,21
2.5,390,76
10.0,378,44
-10.0,346,54
-20.0,231,76
-22.5,293,29
-10.0,240,29
-30.0,324,60
-5.0,216,59
-2.5,236,68
-7.5,242,51
-22.5,256,25
-87.5,300,25
-20.0,311,61
-15.0,292,114
-7.5,368,74
-25.0,234,47
-92.5,394,39
10.0,285,59
-12.5,228,78
7.5,380,53
10.0,358,49
10.0,350,20
0.0,370,68
0.0,243,23
-20.0,218,116
0.0,232,26
-5.0,274,21
-22.5,217,20
-15.0,348,63
-10.0,328,81
-5.0,348,25
-22.5,289,23
0.0,250,23
0.0,201,60
-2.5,247,41
-62.5,203,41
-62.5,399,109
20.0,366,112
-25.0,209,20
-7.5,208,28
-27.5,292,96
20.0,364,44
-12.5,206,26
7.5,266,23
5.0,295,29
-20.0,377,21
-15.0,299,31
-85.0,258,67
-15.0,213,20
0.0,214,20
40.0,268,111
0.0,324,107
-15.0,247,32
5.0,298,25
-12.5,385,84
-25.0,289,25
-7.5,359,21
-85.0,300,26
5.0,292,57
-2.5,395,85
-7.5,232,22
-27.5,225,27
-5.0,336,75
10.0,389,56
-5.0,251,27
0.0,297,108
10.0,220,47
-15.0,292,42
-15.0,318,99
-25.0,225,21
-50.0,277,87
-12.5,286,85
-5.0,383,96
-22.5,256,36
2.5,225,31
10.0,310,77
-30.0,396,22
-10.0,290,115
-17.5,317,63
-22.5,226,25
