2993 202 5713 1278789089 159686330 1278789089159686330 35 31 -1 -1 4302 3915 -1 -1 1.1226999759674072 1.169600009918213 -1.0 -1.0 30.0 120.0 -1.0 -1.0 -999.0
3133 1006 16307 1278798965 994797021 1278798965994797021 76 51 -1 -1 13875 8493 -1 -1 4.243500232696533 2.6243999004364014 -1.0 -1.0 57.5 37.5 -1.0 -1.0 82.5
3133 1006 16308 1278798965 994802261 1278798965994802261 59 38 -1 -1 10838 1315 -1 -1 3.3145999908447266 0.40634000301361084 -1.0 -1.0 402.5 850.0 -1.0 -1.0 1025.0
3218 4003 896 1278902507 548972350 1278902507548972350 3703 56 -1 -1 440565 13913 -1 -1 140.2899932861328 5.307600021362305 -1.0 -1.0 135.0 70.0 -1.0 -1.0 912.5
3218 4003 897 1278902507 549044300 1278902507549044300 198 58 -1 -1 1164 895 -1 -1 0.3706499934196472 0.34143000841140747 -1.0 -1.0 40.0 645.0 -1.0 -1.0 1985.0
3671 21 14310 1307792968 878600720 1307792968878600720 62 66 -1 -1 7514 4398 -1 -1 2.468600034713745 1.55239999294281 -1.0 -1.0 20.0 270.0 -1.0 -1.0 2142.5
3677 8201 3001 1307794967 499187620 1307794967499187620 75 22 -1 -1 31371 1394 -1 -1 9.675800323486328 0.43876001238822937 -1.0 -1.0 0.0 45.0 -1.0 -1.0 -999.0
3677 8201 3002 1307794967 499197109 1307794967499197109 -999 26 -1 -1 -999 1930 -1 -1 -999.0 0.6074600219726562 -1.0 -1.0 -999.0 20.0 -1.0 -1.0 -999.0
3691 3201 731 1308241583 829001438 1308241583829001438 265 46 -1 -1 106094 7059 -1 -1 48.21699905395508 3.022599935531616 -1.0 -1.0 32.5 2005.0 -1.0 -1.0 -999.0
3706 3 18871 1308427330 508486732 1308427330508486732 -999 54 54 3 -999 5085 17979 0 -999.0 2.592400074005127 9.053299903869629 -999.0 -999.0 40.0 72.5 -999.0 -999.0
3706 3 18872 1308427330 508496417 1308427330508496417 -999 -999 54 2 -999 -999 14261 0 -999.0 -999.0 7.181099891662598 -999.0 -999.0 -999.0 35.0 -999.0 -999.0
3717 3201 880 1309243142 428177186 1309243142428177186 35 31 52 46 5998 2621 19353 45445 2.7683000564575195 1.1500999927520752 9.609999656677246 22.011999130249023 730.0 1012.5 110.0 265.0 -999.0
3718 3201 912 1309243192 120553358 1309243192120553358 51 37 -1 -1 13704 8819 -1 -1 6.324900150299072 3.8698999881744385 -1.0 -1.0 617.5 22.5 -1.0 -1.0 -999.0
3718 3201 913 1309243192 120620567 1309243192120620567 90 68 -1 -1 33480 26522 -1 -1 15.45199966430664 11.637999534606934 -1.0 -1.0 25.0 347.5 -1.0 -1.0 2287.5
3718 3202 643 1309243192 120619772 1309243192120619772 42 39 -1 -1 2365 2209 -1 -1 1.0496000051498413 1.0353000164031982 -1.0 -1.0 67.5 347.5 -1.0 -1.0 -999.0
3718 3202 644 1309243192 120670361 1309243192120670361 68 66 -1 -1 7760 12471 -1 -1 3.444000005722046 5.844799995422363 -1.0 -1.0 15.0 395.0 -1.0 -1.0 442.5
3719 3202 764 1309243310 561027451 1309243310561027451 50 32 76 94 6222 2485 11170 13581 2.761399984359741 1.1646000146865845 4.863399982452393 6.300899982452393 52.5 352.5 417.5 15.0 -999.0
3722 3202 1025 1309243437 409505575 1309243437409505575 46 25 64 95 8118 4057 13426 21890 3.6029000282287598 1.9013999700546265 5.845699787139893 10.156000137329102 25.0 347.5 170.0 382.5 -999.0
3824 3202 8431 1309250047 378410171 1309250047378410171 62 24 -999 70 5071 2561 -999 6681 2.2506000995635986 1.2002999782562256 -999.0 3.0996999740600586 1102.5 1450.0 -999.0 272.5 -999.0
3835 3202 8607 1309279855 256226026 1309279855256226026 40 76 -1 -1 257 863 -1 -1 0.11405999958515167 0.40446001291275024 -1.0 -1.0 3295.0 12.5 -1.0 -1.0 -999.0
3835 3202 8608 1309279855 256231566 1309279855256231566 87 64 -1 -1 913 1248 -1 -1 0.4052000045776367 0.5849000215530396 -1.0 -1.0 1950.0 342.5 -1.0 -1.0 2765.0
3992 8201 4666 1311788111 866852577 1311788111866852577 86 53 -1 -1 15797 11835 -1 -1 5.0447001457214355 3.7844998836517334 -1.0 -1.0 15.0 465.0 -1.0 -1.0 -999.0
4008 7401 1757 1311854260 684996797 1311854260684996797 70 68 -1 -1 3194 929 -1 -1 1.1557999849319458 0.3310000002384186 -1.0 -1.0 185.0 1140.0 -1.0 -1.0 1142.5
4008 7401 1758 1311854260 685011022 1311854260685011022 62 130 -1 -1 1738 1021 -1 -1 0.6289200186729431 0.3637799918651581 -1.0 -1.0 12.5 55.0 -1.0 -1.0 955.0
4053 3201 2458 1313678840 889714336 1313678840889714336 114 49 -1 -1 32918 6959 -1 -1 16.062000274658203 3.0732998847961426 -1.0 -1.0 30.0 1395.0 -1.0 -1.0 -999.0
4102 8201 6428 1313686898 974662544 1313686898974662544 145 46 -1 -1 27393 5631 -1 -1 8.942500114440918 1.8137999773025513 -1.0 -1.0 17.5 67.5 -1.0 -1.0 -999.0
4254 7401 3167 1314096473 58921938 1314096473058921938 58 65 -1 -1 1294 1448 -1 -1 0.478300005197525 0.5280200242996216 -1.0 -1.0 490.0 645.0 -1.0 -1.0 1580.0
4257 7401 3217 1314096528 222034691 1314096528222034691 71 81 -1 -1 264 617 -1 -1 0.09758300334215164 0.22498999536037445 -1.0 -1.0 1065.0 15.0 -1.0 -1.0 1065.0
4257 7401 3841 1314096528 222043765 1314096528222043765 186 154 -1 -1 1422 717 -1 -1 0.5256199836730957 0.26146000623703003 -1.0 -1.0 12.5 1180.0 -1.0 -1.0 1182.5
4379 3202 10656 1314337650 969332440 1314337650969332440 3 2 172 283 0 0 2003 3864 0.0 0.0 0.8463799953460693 1.7172000408172607 -999.0 -999.0 15.0 642.5 647.5
4384 3201 2958 1314337799 821887600 1314337799821887600 126 51 -1 -1 34535 19706 -1 -1 17.115999221801758 8.725199699401855 -1.0 -1.0 25.0 447.5 -1.0 -1.0 1702.5
4389 3201 3489 1314338061 393763648 1314338061393763648 165 47 -1 -1 75512 11702 -1 -1 37.42599868774414 5.181300163269043 -1.0 -1.0 30.0 1137.5 -1.0 -1.0 -999.0
4470 9 15966 1314342156 87944054 1314342156087944054 149 67 92 100 39831 20840 27342 28277 17.145999908447266 12.170999526977539 13.788000106811523 13.918999671936035 392.5 105.0 110.0 102.5 250.0
4477 504 10467 1314342330 470936143 1314342330470936143 16 -999 16 178 16 -999 192 1013 0.00651790015399456 -999.0 0.12619000673294067 0.5299699902534485 -999.0 -999.0 -999.0 417.5 -999.0
4477 507 5392 1314342330 471132872 1314342330471132872 52 -999 50 52 11807 -999 9795 5273 8.646200180053711 -999.0 5.899400234222412 3.7269999980926514 20.0 -999.0 55.0 1302.5 -999.0
4510 10 17477 1314342684 124224587 1314342684124224587 54 34 -1 -1 3327 2038 -1 -1 2.9986000061035156 0.960889995098114 -1.0 -1.0 20.0 1145.0 -1.0 -1.0 -999.0
4517 103 1059 1314342849 25700696 1314342849025700696 56 61 -1 -1 14016 20087 -1 -1 4.706900119781494 7.151500225067139 -1.0 -1.0 42.5 17.5 -1.0 -1.0 882.5
4788 303 6920 1317953806 817165330 1317953806817165330 -999 88 -1 -1 -999 1773 -1 -1 -999.0 0.5114200115203857 -1.0 -1.0 -999.0 12.5 -1.0 -1.0 -999.0
4792 2 21104 1317955195 636556677 1317955195636556677 462 328 -1 -1 11868 10489 -1 -1 5.782400131225586 4.945700168609619 -1.0 -1.0 1435.0 12.5 -1.0 -1.0 1672.5
4792 2 21105 1317955195 636561357 1317955195636561357 343 329 -1 -1 7571 4924 -1 -1 3.688800096511841 2.321700096130371 -1.0 -1.0 1340.0 12.5 -1.0 -1.0 1340.0
4792 5 10587 1317955195 636585312 1317955195636585312 71 126 -1 -1 861 1550 -1 -1 0.2797499895095825 0.4661400020122528 -1.0 -1.0 12.5 622.5 -1.0 -1.0 625.0
4792 502 12945 1317955195 636421244 1317955195636421244 51 93 47 60 3709 7580 3690 5281 1.4407999515533447 3.0611000061035156 1.2461999654769897 2.0938000679016113 1707.5 1720.0 15.0 1685.0 1787.5
4792 509 26220 1317955195 636420828 1317955195636420828 2935 179 36 61 53706 12028 6418 16847 21.042999267578125 5.359899997711182 3.049999952316284 7.815899848937988 712.5 817.5 1047.5 1300.0 862.5
4793 503 14927 1317955349 155645388 1317955349155645388 244 331 -999 385 139274 230650 -999 254654 46.29800033569336 90.87200164794922 -999.0 67.88200378417969 405.0 12.5 -999.0 487.5 1270.0
4793 502 13058 1317955349 155647139 1317955349155647139 109 247 164 -999 57340 140309 79778 -999 22.27400016784668 56.6619987487793 26.941999435424805 -999.0 1807.5 467.5 132.5 -999.0 3327.5
4793 504 13265 1317955349 155645998 1317955349155645998 238 242 172 317 174702 193323 127231 243075 71.9530029296875 77.7020034790039 83.14700317382812 125.56999969482422 275.0 17.5 712.5 162.5 1985.0
4793 505 6961 1317955349 155647038 1317955349155647038 -999 -999 257 136 -999 -999 170382 82689 -999.0 -999.0 99.03299713134766 40.72200012207031 -999.0 -999.0 17.5 235.0 5335.0
4793 506 3597 1317955349 155646907 1317955349155646907 137 133 240 375 68891 94332 148378 270628 32.422000885009766 42.9640007019043 78.79399871826172 113.18000030517578 2157.5 1007.5 125.0 535.0 2172.5
4793 506 3598 1317955349 155651168 1317955349155651168 199 -999 -999 -999 200945 -999 -999 -999 94.57099914550781 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
4793 509 26278 1317955349 155646451 1317955349155646451 225 162 2471 89 163746 102963 1829888 54228 64.15699768066406 45.882999420166016 869.6199951171875 25.158000946044922 225.0 900.0 12.5 2045.0 2512.5
4803 201 5760 1319018879 109103999 1319018879109103999 100 69 94 28 2346 2054 1569 1653 0.6164199709892273 0.6286100149154663 0.5283100008964539 0.4332500100135803 115.0 1237.5 1112.5 1410.0 2400.0
4805 7101 2565 1319024620 101888400 1319024620101888400 103 387 -1 -1 489 1808 -1 -1 0.16274000704288483 0.6814699769020081 -1.0 -1.0 15.0 637.5 -1.0 -1.0 640.0
4805 7101 2566 1319024620 101958999 1319024620101958999 134 99 -1 -1 1034 405 -1 -1 0.34411001205444336 0.15264999866485596 -1.0 -1.0 945.0 15.0 -1.0 -1.0 947.5
4911 13 22041 1335848200 974930900 1335848200974930900 -999 831 -1 -1 -999 147396 -1 -1 -999.0 45.56800079345703 -1.0 -1.0 -999.0 15.0 -1.0 -1.0 -999.0
4912 1006 27326 1335849411 428670076 1335849411428670076 517 748 -1 -1 8988 19830 -1 -1 3.0829999446868896 6.4232001304626465 -1.0 -1.0 12.5 560.0 -1.0 -1.0 560.0
4912 1006 27327 1335849411 428675131 1335849411428675131 241 247 -1 -1 3203 2698 -1 -1 1.0987000465393066 0.8739200234413147 -1.0 -1.0 15.0 290.0 -1.0 -1.0 292.5
4912 1008 32 1335849411 428669459 1335849411428669459 536 797 -1 -1 14256 16676 -1 -1 4.013500213623047 5.222599983215332 -1.0 -1.0 12.5 492.5 -1.0 -1.0 505.0
5038 8103 9974 1335988802 597471227 1335988802597471227 64 67 -1 -1 27073 23373 -1 -1 8.8681001663208 8.525899887084961 -1.0 -1.0 120.0 27.5 -1.0 -1.0 585.0
5055 3104 19 1336676616 516080378 1336676616516080378 66 51 -1 -1 17190 565 -1 -1 6.2444000244140625 0.17549000680446625 -1.0 -1.0 12.5 797.5 -1.0 -1.0 1130.0
5108 3101 13026 1337483921 414830449 1337483921414830449 3582 11 40 3885 4030017 0 186 2109053 1918.0 0.0 0.09775000065565109 937.8699951171875 985.0 -999.0 4967.5 270.0 985.0
5112 3101 13322 1337484240 825138782 1337484240825138782 -999 26 -999 -999 -999 865 -999 -999 -999.0 0.38359999656677246 -999.0 -999.0 -999.0 332.5 -999.0 -999.0 -999.0
5112 3101 13323 1337484240 825143457 1337484240825143457 -999 34 168 -999 -999 2256 90539 -999 -999.0 1.000499963760376 47.58100128173828 -999.0 -999.0 1592.5 65.0 -999.0 -999.0
5502 8004 2270 1341530921 798621173 1341530921798621173 52 43 -1 -1 42632 1535 -1 -1 22.1299991607666 -999.0 -1.0 -1.0 80.0 855.0 -1.0 -1.0 -999.0
5502 8008 2812 1341530921 798685105 1341530921798685105 51 -999 -1 -1 331 -999 -1 -1 0.10862000286579132 -999.0 -1.0 -1.0 15.0 -999.0 -1.0 -1.0 -999.0
5541 201 7158 1342022943 46395359 1342022943046395359 19 129 -999 53 19 16272 -999 339 0.005664399825036526 4.510700225830078 -999.0 0.10151000320911407 -999.0 15.0 -999.0 1217.5 -999.0
5558 8004 2511 1342034800 828998871 1342034800828998871 248 46 -1 -1 2542 5826 -1 -1 1.3240000009536743 -999.0 -1.0 -1.0 897.5 160.0 -1.0 -1.0 1870.0
5559 8001 15794 1342034801 99645011 1342034801099645011 -999 205 -1 -1 -999 37364 -1 -1 -999.0 30.093000411987305 -1.0 -1.0 -999.0 25.0 -1.0 -1.0 -999.0
5559 8004 2512 1342034801 99644105 1342034801099644105 143 117 -1 -1 56593 24109 -1 -1 29.476999282836914 -999.0 -1.0 -1.0 20.0 865.0 -1.0 -1.0 1427.5
5560 1006 29627 1342039461 77706027 1342039461077706027 49 201 -1 -1 526 2990 -1 -1 0.1789799928665161 0.9670299887657166 -1.0 -1.0 697.5 12.5 -1.0 -1.0 710.0
5613 503 16548 1342065355 158113197 1342065355158113197 2 375 4 -999 0 3888 0 -999 0.0 2.0046000480651855 0.0 -999.0 -999.0 15.0 -999.0 -999.0 -999.0
5778 1008 2562 1343859317 503748186 1343859317503748186 81 141 -1 -1 1146 1345 -1 -1 0.3310199975967407 0.4266799986362457 -1.0 -1.0 850.0 12.5 -1.0 -1.0 852.5
5960 301 7186 1344225721 697735669 1344225721697735669 110 236 -1 -1 70710 166240 -1 -1 18.350000381469727 50.44200134277344 -1.0 -1.0 52.5 810.0 -1.0 -1.0 1222.5
5960 301 7187 1344225721 697743654 1344225721697743654 83 216 -1 -1 82088 219596 -1 -1 21.302000045776367 66.63200378417969 -1.0 -1.0 117.5 380.0 -1.0 -1.0 2595.0
6003 101 7217 1344953911 670672918 1344953911670672918 43 8 34 34 4091 0 5246 2695 2.1328001022338867 0.0 -999.0 1.0860999822616577 22.5 -999.0 387.5 262.5 -999.0
6069 101 7399 1345932178 175624847 1345932178175624847 20 42 42 50 274 1916 3361 7552 0.13899999856948853 0.8352299928665161 -999.0 2.9835000038146973 2462.5 1820.0 347.5 20.0 -999.0
6069 101 7400 1345932178 175825516 1345932178175825516 34 -999 34 45 1570 -999 858 8193 0.7964900135993958 -999.0 -999.0 3.236799955368042 1365.0 -999.0 1820.0 690.0 -999.0
6069 102 5266 1345932178 175778259 1345932178175778259 187 70 -1 -1 29003 22460 -1 -1 8.869400024414062 7.373199939727783 -1.0 -1.0 487.5 42.5 -1.0 -1.0 1280.0
6079 8103 14568 1345974866 652788575 1345974866652788575 180 158 -1 -1 40100 29924 -1 -1 13.147000312805176 11.340999603271484 -1.0 -1.0 15.0 15.0 -1.0 -1.0 20.0
6079 8103 14569 1345974866 652794555 1345974866652794555 86 72 -1 -1 26531 6700 -1 -1 8.69849967956543 2.539299964904785 -1.0 -1.0 12.5 20.0 -1.0 -1.0 752.5
6114 3 25465 1346354574 407271482 1346354574407271482 54 53 47 43 7123 4642 3377 3529 3.3664000034332275 2.38919997215271 1.7785999774932861 0.8802499771118164 457.5 662.5 342.5 650.0 -999.0
6144 1006 32261 1348018784 637129901 1348018784637129901 138 129 -1 -1 1223 2177 -1 -1 0.4018099904060364 0.6637799739837646 -1.0 -1.0 710.0 15.0 -1.0 -1.0 712.5
6144 1008 3528 1348018784 637110814 1348018784637110814 134 80 -1 -1 1429 850 -1 -1 0.42190998792648315 0.24785999953746796 -1.0 -1.0 15.0 1142.5 -1.0 -1.0 1142.5
6144 1008 3529 1348018784 637115249 1348018784637115249 153 127 -1 -1 5710 1723 -1 -1 1.6858999729156494 0.5024200081825256 -1.0 -1.0 192.5 12.5 -1.0 -1.0 197.5
6146 3002 10422 1348025668 411835661 1348025668411835661 -999 70 -1 -1 -999 18977 -1 -1 -999.0 7.215700149536133 -1.0 -1.0 -999.0 15.0 -1.0 -1.0 -999.0
6148 3303 7381 1348037850 791589776 1348037850791589776 75 -999 -1 -1 1959 -999 -1 -1 0.6446999907493591 -999.0 -1.0 -1.0 15.0 -999.0 -1.0 -1.0 -999.0
6149 3303 7435 1348045536 896182527 1348045536896182527 64 107 -1 -1 894 797 -1 -1 0.2942099869251251 0.294950008392334 -1.0 -1.0 15.0 440.0 -1.0 -1.0 1937.5
6164 8201 9322 1348493385 567112629 1348493385567112629 63 63 -1 -1 7266 40404 -1 -1 2.44569993019104 13.824999809265137 -1.0 -1.0 350.0 25.0 -1.0 -1.0 1712.5
6164 8201 9323 1348493385 567200299 1348493385567200299 66 40 -1 -1 15412 12617 -1 -1 5.187699794769287 4.3171000480651855 -1.0 -1.0 75.0 22.5 -1.0 -1.0 132.5
6223 201 13153 1351985619 535572474 1351985619535572474 16 123 63 88 16 1619 610 673 0.006183700170367956 0.624180018901825 0.2108200043439865 0.25240999460220337 -999.0 230.0 1602.5 607.5 1612.5
6234 102 6275 1355289378 269850537 1355289378269850537 -999 29 -1 -1 -999 1022 -1 -1 -999.0 0.34088999032974243 -1.0 -1.0 -999.0 12.5 -1.0 -1.0 -999.0
