3199;/s4004;(2678L,;1278810470;655956600L,;1278810470655956600L,;;;;;;;;;;;;
3200;/s1006;(20941L,;1278851157;177690244L,;1278851157177690244L,;;;;;;;;;;;;
3211;/s4004;(2906L,;1278896866;62968458L,;1278896866062968458L,;;;;;;;;;;;;
3227;/s4004;(4005L,;1278906067;842839563L,;1278906067842839563L,;;;;;;;;;;;;
3228;/s4004;(4166L,;1278906648;508597492L,;1278906648508597492L,;;;;;;;;;;;;
3231;/s8101;(2716L,;1278922229;325736721L,;1278922229325736721L,;;;;;;;;;;;;
3231;/s8101;(2717L,;1278922229;373846708L,;1278922229373846708L,;;;;;;;;;;;;
3242;/s504;(7703L,;1278926713;429833600L,;1278926713429833600L,;;;;;;;;;;;;
3255;/s601;(140L,;1278928539;305013134L,;1278928539305013134L,;;;;;;;;;;;;
3266;/s4001;(1090L,;1278929078;361312375L,;1278929078361312375L,;;;;;;;;;;;;
3279;/s4003;(1597L,;1278935970;907563498L,;1278935970907563498L,;;;;;;;;;;;;
3283;/s4003;(2336L,;1278936376;315019019L,;1278936376315019019L,;;;;;;;;;;;;
3283;/s4004;(5505L,;1278936376;351480390L,;1278936376351480390L,;;;;;;;;;;;;
3285;/s4004;(5631L,;1278936430;470596344L,;1278936430470596344L,;;;;;;;;;;;;
3287;/s4003;(3333L,;1278937519;826111503L,;1278937519826111503L,;;;;;;;;;;;;
3287;/s4004;(6482L,;1278937519;746384845L,;1278937519746384845L,;;;;;;;;;;;;
3296;/s4002;(3626L,;1279132958;892729525L,;1279132958892729525L,;;;;;;;;;;;;
3296;/s4002;(3627L,;1279132958;911103973L,;1279132958911103973L,;;;;;;;;;;;;
3297;/s4002;(3626L,;1279132958;892729525L,;1279132958892729525L,;;;;;;;;;;;;
3297;/s4002;(3627L,;1279132958;911103973L,;1279132958911103973L,;;;;;;;;;;;;
3298;/s4004;(7301L,;1279134113;741847376L,;1279134113741847376L,;;;;;;;;;;;;
3335;/s22;(14264L,;1281693859;421923248L,;1281693859421923248L,;;;;;;;;;;;;
3335;/s504;(8051L,;1281693859;450216785L,;1281693859450216785L,;;;;;;;;;;;;
3336;/s101;(2536L,;1281694272;627228802L,;1281694272627228802L,;;;;;;;;;;;;
3351;/s304;(24819L,;1282665971;983346561L,;1282665971983346561L,;;;;;;;;;;;;
3357;/s9;(14189L,;1282669045;37789386L,;1282669045037789386L,;;;;;;;;;;;;
3358;/s505;(3035L,;1282669045;453945036L,;1282669045453945036L,;;;;;;;;;;;;
3359;/s101;(3032L,;1282669119;565163278L,;1282669119565163278L,;;;;;;;;;;;;
3360;/s601;(605L,;1282669143;194160877L,;1282669143194160877L,;;;;;;;;;;;;
3374;/s13;(16588L,;1282672099;751211485L,;1282672099751211485L,;;;;;;;;;;;;
3388;/s22;(14687L,;1282984518;473269691L,;1282984518473269691L,;;;;;;;;;;;;
3390;/s22;(14808L,;1282985595;288521724L,;1282985595288521724L,;;;;;;;;;;;;
3393;/s9;(14453L,;1282985940;563092271L,;1282985940563092271L,;;;;;;;;;;;;
3393;/s504;(8938L,;1282985940;617861118L,;1282985940617861118L,;;;;;;;;;;;;
3404;/s1006;(22241L,;1283094916;706242439L,;1283094916706242439L,;;;;;;;;;;;;
3405;/s8105;(1774L,;1283098130;345439666L,;1283098130345439666L,;;;;;;;;;;;;
3407;/s102;(1924L,;1283968108;459037226L,;1283968108459037226L,;;;;;;;;;;;;
3421;/s8002;(4995L,;1285263693;956151111L,;1285263693956151111L,;;;;;;;;;;;;
3425;/s8003;(1815L,;1285264338;452034283L,;1285264338452034283L,;;;;;;;;;;;;
3425;/s8003;(1816L,;1285264338;452080283L,;1285264338452080283L,;;;;;;;;;;;;
3425;/s8003;(1817L,;1285264338;454457297L,;1285264338454457297L,;;;;;;;;;;;;
3425;/s8003;(1818L,;1285264338;464497093L,;1285264338464497093L,;;;;;;;;;;;;
3426;/s8003;(1864L,;1285264494;668986823L,;1285264494668986823L,;;;;;;;;;;;;
3426;/s8003;(1865L,;1285264494;676472555L,;1285264494676472555L,;;;;;;;;;;;;
3426;/s8003;(1866L,;1285264494;705591691L,;1285264494705591691L,;;;;;;;;;;;;
3426;/s8003;(1867L,;1285264494;706880366L,;1285264494706880366L,;;;;;;;;;;;;
3426;/s8003;(1868L,;1285264494;708669740L,;1285264494708669740L,;;;;;;;;;;;;
3436;/s21;(13909L,;1285265178;129676090L,;1285265178129676090L,;;;;;;;;;;;;
3449;/s8101;(3337L,;1285268152;198251453L,;1285268152198251453L,;;;;;;;;;;;;
3451;/s8005;(2035L,;1285268541;276739135L,;1285268541276739135L,;;;;;;;;;;;;
3464;/s502;(7905L,;1287456358;332121628L,;1287456358332121628L,;;;;;;;;;;;;
3486;/s103;(16L,;1303958015;195444856L,;1303958015195444856L,;;;;;;;;;;;;
3489;/s7201;(944L,;1304017259;649132257L,;1304017259649132257L,;;;;;;;;;;;;
3504;/s8301;(408L,;1304089706;948851271L,;1304089706948851271L,;;;;;;;;;;;;
3516;/s8201;(875L,;1304093774;914755801L,;1304093774914755801L,;;;;;;;;;;;;
3535;/s8201;(1724L,;1304096612;108408124L,;1304096612108408124L,;;;;;;;;;;;;
3539;/s8002;(5390L,;1304098766;874692694L,;1304098766874692694L,;;;;;;;;;;;;
3541;/s8101;(4097L,;1304100076;345326961L,;1304100076345326961L,;;;;;;;;;;;;
3543;/s8302;(852L,;1304101788;913699598L,;1304101788913699598L,;;;;;;;;;;;;
3554;/s8002;(5635L,;1304110539;514388698L,;1304110539514388698L,;;;;;;;;;;;;
3596;/s4004;(7778L,;1307292855;576517850L,;1307292855576517850L,;;;;;;;;;;;;
3598;/s4001;(1694L,;1307293680;537190542L,;1307293680537190542L,;;;;;;;;;;;;
3600;/s3102;(7787L,;1307345689;502850211L,;1307345689502850211L,;;;;;;;;;;;;
3612;/s8303;(1234L,;1307370575;875734482L,;1307370575875734482L,;;;;;;;;;;;;
3620;/s8201;(2169L,;1307371899;201268235L,;1307371899201268235L,;;;;;;;;;;;;
3620;/s8201;(2170L,;1307371899;229332751L,;1307371899229332751L,;;;;;;;;;;;;
3635;/s7201;(1544L,;1307375945;892195311L,;1307375945892195311L,;;;;;;;;;;;;
3650;/s3102;(8091L,;1307380449;368263133L,;1307380449368263133L,;;;;;;;;;;;;
3657;/s7101;(535L,;1307655552;118901776L,;1307655552118901776L,;;;;;;;;;;;;
3660;/s3202;(206L,;1307715503;549836340L,;1307715503549836340L,;;;;;;;;;;;;
3664;/s10;(16495L,;1307727469;701556127L,;1307727469701556127L,;;;;;;;;;;;;
3671;/s507;(4985L,;1307792968;786250395L,;1307792968786250395L,;;;;;;;;;;;;
3676;/s1006;(23531L,;1307794087;812362337L,;1307794087812362337L,;;;;;;;;;;;;
3687;/s8006;(7455L,;1308217543;395962398L,;1308217543395962398L,;;;;;;;;;;;;
3700;/s1003;(171L,;1308398054;353030360L,;1308398054353030360L,;;;;;;;;;;;;
3706;/s9;(15169L,;1308427330;437887211L,;1308427330437887211L,;;;;;;;;;;;;
3709;/s3302;(8374L,;1308451882;248085458L,;1308451882248085458L,;;;;;;;;;;;;
3722;/s3202;(1024L,;1309243437;306475765L,;1309243437306475765L,;;;;;;;;;;;;
3738;/s3202;(2008L,;1309244161;484096269L,;1309244161484096269L,;;;;;;;;;;;;
3750;/s3202;(2956L,;1309244327;487944755L,;1309244327487944755L,;;;;;;;;;;;;
3761;/s3202;(3976L,;1309244568;928258064L,;1309244568928258064L,;;;;;;;;;;;;
3773;/s3202;(4874L,;1309245283;829197967L,;1309245283829197967L,;;;;;;;;;;;;
3785;/s3202;(5553L,;1309245444;24851576L,;1309245444024851576L,;;;;;;;;;;;;
3787;/s3202;(6028L,;1309245500;14192217L,;1309245500014192217L,;;;;;;;;;;;;
3800;/s3101;(6743L,;1309246159;126899445L,;1309246159126899445L,;;;;;;;;;;;;
3807;/s3202;(7381L,;1309246677;916573607L,;1309246677916573607L,;;;;;;;;;;;;
3813;/s3202;(7931L,;1309246925;380643298L,;1309246925380643298L,;;;;;;;;;;;;
3818;/s3101;(6904L,;1309247257;435869846L,;1309247257435869846L,;;;;;;;;;;;;
3821;/s3202;(8271L,;1309247362;432176286L,;1309247362432176286L,;;;;;;;;;;;;
3840;/s3202;(9022L,;1309280591;899212328L,;1309280591899212328L,;;;;;;;;;;;;
3840;/s3202;(9023L,;1309280591;926704342L,;1309280591926704342L,;;;;;;;;;;;;
3842;/s3101;(7674L,;1309281579;458463633L,;1309281579458463633L,;;;;;;;;;;;;
3842;/s3102;(9310L,;1309281579;448308930L,;1309281579448308930L,;;;;;;;;;;;;
3854;/s8303;(2041L,;1309289005;149844109L,;1309289005149844109L,;;;;;;;;;;;;
3863;/s2004;(1243L,;1309289379;604036118L,;1309289379604036118L,;;;;;;;;;;;;
3868;/s7301;(504L,;1309290789;30367845L,;1309290789030367845L,;;;;;;;;;;;;
3889;/s7301;(1704L,;1309291930;400039353L,;1309291930400039353L,;;;;;;;;;;;;
3902;/s4004;(8338L,;1309294548;685445612L,;1309294548685445612L,;;;;;;;;;;;;
3906;/s4004;(8490L,;1309295361;755772863L,;1309295361755772863L,;;;;;;;;;;;;
3909;/s4004;(8765L,;1309295824;917995871L,;1309295824917995871L,;;;;;;;;;;;;
3916;/s7;(12443L,;1309298001;765539480L,;1309298001765539480L,;;;;;;;;;;;;
3934;/s3202;(9636L,;1309300770;238686824L,;1309300770238686824L,;;;;;;;;;;;;
3944;/s3202;(10284L,;1309301347;429994226L,;1309301347429994226L,;;;;;;;;;;;;
3950;/s3303;(295L,;1309301620;160557066L,;1309301620160557066L,;;;;;;;;;;;;
3956;/s8201;(4268L,;1309301946;294989058L,;1309301946294989058L,;;;;;;;;;;;;
3958;/s3301;(564L,;1309302096;999549285L,;1309302096999549285L,;;;;;;;;;;;;
3960;/s201;(1650L,;1309302339;838286520L,;1309302339838286520L,;;;;;;;;;;;;
3961;/s504;(9993L,;1309302510;448550821L,;1309302510448550821L,;;;;;;;;;;;;
3961;/s506;(465L,;1309302510;438847047L,;1309302510438847047L,;;;;;;;;;;;;
3965;/s103;(174L,;1309304694;397457538L,;1309304694397457538L,;;;;;;;;;;;;
4037;/s502;(8726L,;1312634015;237497035L,;1312634015237497035L,;;;;;;;;;;;;
4037;/s502;(8727L,;1312634015;282892417L,;1312634015282892417L,;;;;;;;;;;;;
4045;/s401;(2845L,;1312772177;967752324L,;1312772177967752324L,;;;;;;;;;;;;
4050;/s7001;(1929L,;1312810658;634810406L,;1312810658634810406L,;;;;;;;;;;;;
4052;/s3301;(937L,;1312833755;41484492L,;1312833755041484492L,;;;;;;;;;;;;
4076;/s8201;(5082L,;1313685550;626980784L,;1313685550626980784L,;;;;;;;;;;;;
4102;/s8201;(6426L,;1313686898;922252016L,;1313686898922252016L,;;;;;;;;;;;;
4115;/s8201;(6957L,;1313689775;198438386L,;1313689775198438386L,;;;;;;;;;;;;
4124;/s8103;(6504L,;1313708026;191709876L,;1313708026191709876L,;;;;;;;;;;;;
4125;/s8101;(5063L,;1313708084;914688900L,;1313708084914688900L,;;;;;;;;;;;;
4165;/s8103;(7000L,;1314085258;61960097L,;1314085258061960097L,;;;;;;;;;;;;
4168;/s8103;(7173L,;1314085488;917471305L,;1314085488917471305L,;;;;;;;;;;;;
4170;/s2004;(2379L,;1314086536;941974830L,;1314086536941974830L,;;;;;;;;;;;;
4188;/s8003;(3394L,;1314091670;297680864L,;1314091670297680864L,;;;;;;;;;;;;
4198;/s8001;(9766L,;1314091980;705381045L,;1314091980705381045L,;;;;;;;;;;;;
4229;/s2006;(1287L,;1314093621;681578382L,;1314093621681578382L,;;;;;;;;;;;;
4239;/s7;(13271L,;1314095108;145859317L,;1314095108145859317L,;;;;;;;;;;;;
4239;/s7;(13272L,;1314095108;175245264L,;1314095108175245264L,;;;;;;;;;;;;
4241;/s7401;(2618L,;1314095850;379388987L,;1314095850379388987L,;;;;;;;;;;;;
4252;/s7401;(2997L,;1314096328;890786521L,;1314096328890786521L,;;;;;;;;;;;;
4255;/s7401;(3208L,;1314096516;377566494L,;1314096516377566494L,;;;;;;;;;;;;
4266;/s7003;(401L,;1314096578;713449382L,;1314096578713449382L,;;;;;;;;;;;;
4266;/s7401;(3316L,;1314096578;667063344L,;1314096578667063344L,;;;;;;;;;;;;
4268;/s7401;(3318L,;1314096580;775155217L,;1314096580775155217L,;;;;;;;;;;;;
4281;/s7003;(657L,;1314096648;289986171L,;1314096648289986171L,;;;;;;;;;;;;
4282;/s7401;(4104L,;1314096659;411322986L,;1314096659411322986L,;;;;;;;;;;;;
4285;/s7401;(4256L,;1314096681;832547393L,;1314096681832547393L,;;;;;;;;;;;;
4293;/s7003;(1033L,;1314096879;185053514L,;1314096879185053514L,;;;;;;;;;;;;
4295;/s7003;(1055L,;1314096928;635187909L,;1314096928635187909L,;;;;;;;;;;;;
4296;/s7001;(2916L,;1314096955;188460378L,;1314096955188460378L,;;;;;;;;;;;;
4296;/s7003;(1174L,;1314096955;229818736L,;1314096955229818736L,;;;;;;;;;;;;
4315;/s8003;(3697L,;1314097263;947607102L,;1314097263947607102L,;;;;;;;;;;;;
4335;/s8001;(10763L,;1314097664;717898306L,;1314097664717898306L,;;;;;;;;;;;;
4337;/s8002;(7084L,;1314097684;175598833L,;1314097684175598833L,;;;;;;;;;;;;
4337;/s8003;(4136L,;1314097684;164194380L,;1314097684164194380L,;;;;;;;;;;;;
4353;/s8001;(11290L,;1314098331;559422273L,;1314098331559422273L,;;;;;;;;;;;;
4358;/s8103;(7875L,;1314099248;271711239L,;1314099248271711239L,;;;;;;;;;;;;
4359;/s8103;(7965L,;1314099367;610000747L,;1314099367610000747L,;;;;;;;;;;;;
4369;/s8201;(7548L,;1314100273;748345220L,;1314100273748345220L,;;;;;;;;;;;;
4379;/s3202;(10655L,;1314337650;825131812L,;1314337650825131812L,;;;;;;;;;;;;
4381;/s3201;(2754L,;1314337705;551323139L,;1314337705551323139L,;;;;;;;;;;;;
4386;/s3201;(3177L,;1314337890;982916139L,;1314337890982916139L,;;;;;;;;;;;;
4388;/s3202;(11301L,;1314337945;819561615L,;1314337945819561615L,;;;;;;;;;;;;
4401;/s3201;(4393L,;1314338770;166162726L,;1314338770166162726L,;;;;;;;;;;;;
4402;/s3101;(8300L,;1314339037;972353453L,;1314339037972353453L,;;;;;;;;;;;;
4418;/s3301;(1345L,;1314340749;333680794L,;1314340749333680794L,;;;;;;;;;;;;
4419;/s3301;(1408L,;1314340876;335063248L,;1314340876335063248L,;;;;;;;;;;;;
4421;/s3301;(1461L,;1314340987;271777946L,;1314340987271777946L,;;;;;;;;;;;;
4426;/s202;(7003L,;1314341087;757218520L,;1314341087757218520L,;;;;;;;;;;;;
4429;/s3301;(1586L,;1314341163;87289055L,;1314341163087289055L,;;;;;;;;;;;;
4435;/s202;(7209L,;1314341254;186978222L,;1314341254186978222L,;;;;;;;;;;;;
4447;/s3303;(2130L,;1314341407;144444680L,;1314341407144444680L,;;;;;;;;;;;;
4447;/s3303;(2131L,;1314341407;164875306L,;1314341407164875306L,;;;;;;;;;;;;
4464;/s202;(7785L,;1314341810;846047202L,;1314341810846047202L,;;;;;;;;;;;;
4468;/s10;(17240L,;1314342030;162384793L,;1314342030162384793L,;;;;;;;;;;;;
4475;/s503;(11156L,;1314342305;207595659L,;1314342305207595659L,;;;;;;;;;;;;
4475;/s506;(945L,;1314342305;273310607L,;1314342305273310607L,;;;;;;;;;;;;
4477;/s502;(9176L,;1314342330;374300781L,;1314342330374300781L,;;;;;;;;;;;;
4478;/s7;(13725L,;1314342362;960268278L,;1314342362960268278L,;;;;;;;;;;;;
4478;/s502;(9200L,;1314342362;910909797L,;1314342362910909797L,;;;;;;;;;;;;
4479;/s509;(23989L,;1314342363;431299411L,;1314342363431299411L,;;;;;;;;;;;;
4479;/s509;(23990L,;1314342363;481034912L,;1314342363481034912L,;;;;;;;;;;;;
4482;/s10;(17332L,;1314342383;502779477L,;1314342383502779477L,;;;;;;;;;;;;
4483;/s7;(13888L,;1314342415;753590554L,;1314342415753590554L,;;;;;;;;;;;;
4484;/s503;(11550L,;1314342429;999083774L,;1314342429999083774L,;;;;;;;;;;;;
4484;/s502;(9511L,;1314342430;27350666L,;1314342430027350666L,;;;;;;;;;;;;
4488;/s5;(9436L,;1314342473;117687127L,;1314342473117687127L,;;;;;;;;;;;;
4488;/s9;(16495L,;1314342473;183543385L,;1314342473183543385L,;;;;;;;;;;;;
4488;/s504;(10830L,;1314342473;182502922L,;1314342473182502922L,;;;;;;;;;;;;
4494;/s201;(4368L,;1314342544;673824063L,;1314342544673824063L,;;;;;;;;;;;;
4495;/s504;(11044L,;1314342554;113566464L,;1314342554113566464L,;;;;;;;;;;;;
4497;/s501;(41314L,;1314342569;252050440L,;1314342569252050440L,;;;;;;;;;;;;
4498;/s501;(41322L,;1314342577;323980542L,;1314342577323980542L,;;;;;;;;;;;;
4499;/s13;(19195L,;1314342592;278587426L,;1314342592278587426L,;;;;;;;;;;;;
4500;/s7;(14826L,;1314342603;136122021L,;1314342603136122021L,;;;;;;;;;;;;
4501;/s7;(14835L,;1314342613;8514801L,;1314342613008514801L,;;;;;;;;;;;;
4504;/s7;(15112L,;1314342636;347293377L,;1314342636347293377L,;;;;;;;;;;;;
4519;/s506;(2109L,;1314343027;130418334L,;1314343027130418334L,;;;;;;;;;;;;
4520;/s504;(11576L,;1314343042;319483755L,;1314343042319483755L,;;;;;;;;;;;;
4530;/s13;(20725L,;1314343153;159821790L,;1314343153159821790L,;;;;;;;;;;;;
4536;/s103;(1311L,;1314343294;191149933L,;1314343294191149933L,;;;;;;;;;;;;
4574;/s8003;(4546L,;1314351446;736031805L,;1314351446736031805L,;;;;;;;;;;;;
4577;/s8002;(7322L,;1314351662;616835916L,;1314351662616835916L,;;;;;;;;;;;;
4600;/s7003;(3089L,;1314358791;815530257L,;1314358791815530257L,;;;;;;;;;;;;
4604;/s4001;(2403L,;1314360241;172776448L,;1314360241172776448L,;;;;;;;;;;;;
4606;/s4003;(5436L,;1314360482;831234775L,;1314360482831234775L,;;;;;;;;;;;;
4613;/s3301;(2340L,;1314440183;516086593L,;1314440183516086593L,;;;;;;;;;;;;
4639;/s8007;(1150L,;1315093761;248226068L,;1315093761248226068L,;;;;;;;;;;;;
4651;/s3101;(8986L,;1315682291;976569662L,;1315682291976569662L,;;;;;;;;;;;;
4653;/s3101;(9170L,;1315682449;47409092L,;1315682449047409092L,;;;;;;;;;;;;
4658;/s3102;(11419L,;1315683545;393159713L,;1315683545393159713L,;;;;;;;;;;;;
4695;/s1003;(1292L,;1315685352;365403597L,;1315685352365403597L,;;;;;;;;;;;;
4696;/s1007;(14754L,;1315685387;43379387L,;1315685387043379387L,;;;;;;;;;;;;
4697;/s1003;(1319L,;1315685397;368511690L,;1315685397368511690L,;;;;;;;;;;;;
4706;/s1003;(1739L,;1315685582;323169436L,;1315685582323169436L,;;;;;;;;;;;;
4717;/s1007;(15635L,;1315685777;238313697L,;1315685777238313697L,;;;;;;;;;;;;
4718;/s1007;(15695L,;1315685821;449932018L,;1315685821449932018L,;;;;;;;;;;;;
4718;/s1003;(2672L,;1315685821;506393536L,;1315685821506393536L,;;;;;;;;;;;;
4724;/s503;(13706L,;1315686218;356543146L,;1315686218356543146L,;;;;;;;;;;;;
4728;/s506;(2958L,;1315686351;656523489L,;1315686351656523489L,;;;;;;;;;;;;
4738;/s304;(28138L,;1315686787;162954562L,;1315686787162954562L,;;;;;;;;;;;;
4751;/s1003;(3363L,;1315691768;305012923L,;1315691768305012923L,;;;;;;;;;;;;
4759;/s3;(21617L,;1316185644;615792008L,;1316185644615792008L,;;;;;;;;;;;;
4762;/s1006;(27123L,;1316189461;741810220L,;1316189461741810220L,;;;;;;;;;;;;
4773;/s7;(17518L,;1316344673;167153621L,;1316344673167153621L,;;;;;;;;;;;;
4776;/s501;(43664L,;1316345039;116742034L,;1316345039116742034L,;;;;;;;;;;;;
4779;/s504;(12967L,;1316345428;434629102L,;1316345428434629102L,;;;;;;;;;;;;
4786;/s1007;(16267L,;1317936698;916828343L,;1317936698916828343L,;;;;;;;;;;;;
4787;/s301;(5762L,;1317953622;508016370L,;1317953622508016370L,;;;;;;;;;;;;
4792;/s502;(12942L,;1317955195;553155482L,;1317955195553155482L,;;;;;;;;;;;;
4806;/s7001;(5217L,;1319024732;412093161L,;1319024732412093161L,;;;;;;;;;;;;
4812;/s8007;(1192L,;1319029696;850244437L,;1319029696850244437L,;;;;;;;;;;;;
4814;/s2004;(3667L,;1319030709;60044869L,;1319030709060044869L,;;;;;;;;;;;;
4816;/s2004;(3746L,;1319031997;134377510L,;1319031997134377510L,;;;;;;;;;;;;
4832;/s9;(18906L,;1323238634;57932592L,;1323238634057932592L,;;;;;;;;;;;;
4833;/s13;(21824L,;1323238861;614677128L,;1323238861614677128L,;;;;;;;;;;;;
4835;/s9;(19153L,;1323239346;153743472L,;1323239346153743472L,;;;;;;;;;;;;
4839;/s8003;(5031L,;1323258607;572810084L,;1323258607572810084L,;;;;;;;;;;;;
4851;/s3302;(10730L,;1324151870;27104571L,;1324151870027104571L,;;;;;;;;;;;;
4854;/s506;(3932L,;1324208597;730161664L,;1324208597730161664L,;;;;;;;;;;;;
4854;/s509;(26573L,;1324208597;802620025L,;1324208597802620025L,;;;;;;;;;;;;
4876;/s3303;(2669L,;1327346874;835559610L,;1327346874835559610L,;;;;;;;;;;;;
4903;/s3103;(28L,;1335838082;527341551L,;1335838082527341551L,;;;;;;;;;;;;
4910;/s8103;(8675L,;1335846520;125059171L,;1335846520125059171L,;;;;;;;;;;;;
4913;/s501;(44799L,;1335849466;263155897L,;1335849466263155897L,;;;;;;;;;;;;
4922;/s3002;(5494L,;1335850678;361411103L,;1335850678361411103L,;;;;;;;;;;;;
4922;/s3002;(5495L,;1335850678;361450159L,;1335850678361450159L,;;;;;;;;;;;;
4940;/s3303;(3101L,;1335976753;545168401L,;1335976753545168401L,;;;;;;;;;;;;
4941;/s3301;(3208L,;1335976827;571777921L,;1335976827571777921L,;;;;;;;;;;;;
4943;/s3303;(3222L,;1335976922;32721688L,;1335976922032721688L,;;;;;;;;;;;;
4946;/s3303;(3327L,;1335977002;633933115L,;1335977002633933115L,;;;;;;;;;;;;
